PSI	ID
0.000193814547166154	ENSG00000143933:chr2:47394615:47394829
0.000209213774634922	ENSG00000071127:chr4:10077313:10078810
0.000230273257599017	ENSG00000231500:chr6:33243277:33243434
0.000240549192309827	ENSG00000134333:chr11:18420345:18420535
0.000296740707969376	ENSG00000075624:chr7:5568650:5568690
0.000639284001917852	ENSG00000026508:chr11:35231512:35231601
0.000734394124847001	ENSG00000116288:chr1:8029145:8029208
0.000784806152880239	ENSG00000138071:chr2:65473319:65473441
0.00079160894518108	ENSG00000166598:chr12:104325489:104325526
0.000877706260971328	ENSG00000241343:chrX:100647038:100647083
0.00105381383546638	ENSG00000115414:chr2:216246726:216246771
0.00112435349673937	ENSG00000187109:chr12:76454790:76454867
0.00122981060916619	ENSG00000122786:chr7:134647571:134647685
0.00135458997603418	ENSG00000125991:chr20:34142143:34142157
0.00136319376825706	ENSG00000129625:chr5:112228147:112228514
0.00140252454417952	ENSG00000109861:chr11:88061097:88061184
0.001434034416826	ENSG00000070831:chr1:22405199:22405374
0.00148060408646728	ENSG00000175416:chr5:175823480:175823533
0.00150920615756112	ENSG00000143612:chr1:154185658:154185779
0.00161238310222509	ENSG00000142546:chr19:50061319:50061456
0.00165488190160975	ENSG00000071127:chr4:10109842:10110019
0.001754591180255	ENSG00000008394:chr12:16513234:16513377
0.00178010471204188	ENSG00000169567:chr5:130496349:130496537
0.00183621006243114	ENSG00000140105:chr14:100831812:100831913
0.00187055742611298	ENSG00000148341:chr9:131771732:131771746
0.00190912562046583	ENSG00000115641:chr2:105994453:105994574
0.00193050193050193	ENSG00000105669:chr19:19016676:19016744
0.00195083886071011	ENSG00000204843:chr2:74590741:74590755
0.00196353436185133	ENSG00000160752:chr1:155280127:155280244
0.0019672131147541	ENSG00000197694:chr9:131371930:131371944
0.00203075137800986	ENSG00000138326:chr10:79797723:79797740
0.00203515263644773	ENSG00000122705:chr9:36210622:36210657
0.0021505376344086	ENSG00000115641:chr2:106006564:106006684
0.00225119594784729	ENSG00000134333:chr11:18422177:18422292
0.00225808228231536	ENSG00000120708:chr5:135383942:135384038
0.00225960331408486	ENSG00000241553:chr3:9845220:9845391
0.00233317778814746	ENSG00000125952:chr14:65544062:65544146
0.00242130750605327	ENSG00000139180:chr12:4776703:4776820
0.00243478260869565	ENSG00000159720:chr16:67486141:67486263
0.00246426811237063	ENSG00000110811:chr12:6943989:6944119
0.00258120025812003	ENSG00000141552:chr17:79857118:79857418
0.00271862256456729	ENSG00000002834:chr17:37053155:37053324
0.00274574409665019	ENSG00000231925:chr6:33275882:33275935
0.00293255131964809	ENSG00000101474:chr20:24945011:24945034
0.00298507462686567	ENSG00000170348:chr14:75605777:75605874
0.0030890199382196	ENSG00000116729:chr1:68652223:68652332
0.00320378882852765	ENSG00000179222:chrX:51637723:51637890
0.00325732899022801	ENSG00000140941:chr16:87433204:87433292
0.00330344502123643	ENSG00000141380:chr18:23658975:23659089
0.00332225913621262	ENSG00000066136:chr1:41229035:41229161
0.00332667997338656	ENSG00000092621:chr1:120266942:120267092
0.00351370344342937	ENSG00000115107:chr2:120015033:120015264
0.00356379187455453	ENSG00000136754:chr10:27052809:27052889
0.00374412491037999	ENSG00000026508:chr11:35229652:35229756
0.00380228136882129	ENSG00000124243:chr20:49457074:49457467
0.00380228136882129	ENSG00000184182:chr2:238894804:238894934
0.00384615384615385	ENSG00000165233:chr9:95871273:95871374
0.00389105058365759	ENSG00000166333:chr11:6626083:6626173
0.0039412396990326	ENSG00000106028:chr7:141441549:141441598
0.00395170142700329	ENSG00000141756:chr17:39976093:39976275
0.00402252614641995	ENSG00000028528:chr15:64407788:64407905
0.00403278523658672	ENSG00000134419:chr16:18797562:18797658
0.00407407407407407	ENSG00000128510:chr7:129939549:129939607
0.00418994413407821	ENSG00000138768:chr4:76716489:76716509
0.00425832136467861	ENSG00000150093:chr10:33195393:33195508
0.00435729847494553	ENSG00000115677:chr2:242206993:242207123
0.00445235975066785	ENSG00000131051:chr20:34295862:34295914
0.00453309156844968	ENSG00000058600:chr16:22316700:22316815
0.00464828013634955	ENSG00000099246:chr10:27820458:27820544
0.0046656298600311	ENSG00000044115:chr5:138268577:138268647
0.00476694915254237	ENSG00000089053:chr12:121747773:121747814
0.00479386385426654	ENSG00000123374:chr12:56364382:56364525
0.00484468509546879	ENSG00000142230:chr19:47683403:47683560
0.00492610837438424	ENSG00000134853:chr4:55144986:55145138
0.00495867768595041	ENSG00000148337:chr9:130931902:130931979
0.00500834724540901	ENSG00000031823:chr19:5933814:5933940
0.00501952035694367	ENSG00000104419:chr8:134267513:134267643
0.00506585612968592	ENSG00000122140:chr9:138393915:138394112
0.00506585612968592	ENSG00000122140:chr9:138394982:138395124
0.00509337860780985	ENSG00000162521:chr1:33127847:33127938
0.00518134715025907	ENSG00000141380:chr18:23662327:23662492
0.00524658971668416	ENSG00000136631:chr1:150070952:150071182
0.00539374325782093	ENSG00000198911:chr22:42274663:42274762
0.00549882168106834	ENSG00000162923:chr1:224600955:224601037
0.00553359683794466	ENSG00000106853:chr9:114351544:114351662
0.00571428571428571	ENSG00000166347:chr18:71924065:71924088
0.00600240096038415	ENSG00000134352:chr5:55255454:55255499
0.00602107375815354	ENSG00000143549:chr1:154141781:154141859
0.00606060606060606	ENSG00000139636:chr12:49500328:49500529
0.00606060606060606	ENSG00000139636:chr12:49500437:49500529
0.00610820244328098	ENSG00000151247:chr4:99807605:99807697
0.00613496932515337	ENSG00000122591:chr7:23025167:23025354
0.00614334470989761	ENSG00000162923:chr1:224589706:224589811
0.00615085788280997	ENSG00000140319:chr15:40329510:40329549
0.00616819617872725	ENSG00000077549:chr1:19669246:19669358
0.00619578686493185	ENSG00000112339:chr6:135358949:135359164
0.00631313131313131	ENSG00000168487:chr8:22035080:22035245
0.0063514467184192	ENSG00000129353:chr19:10753573:10753697
0.00650571056816539	ENSG00000156467:chr8:97243454:97243743
0.0065359477124183	ENSG00000184047:chr12:122703229:122703322
0.00655737704918033	ENSG00000113048:chr5:71537474:71537515
0.00659340659340659	ENSG00000108039:chr10:111653774:111653868
0.0066079295154185	ENSG00000136003:chr12:108961434:108961533
0.00664767331433998	ENSG00000148634:chr10:69799174:69799245
0.00666666666666667	ENSG00000141510:chr17:7576525:7576584
0.00671140939597315	ENSG00000196526:chr4:7783103:7783354
0.0067476383265857	ENSG00000244005:chr20:34280171:34280218
0.0067476383265857	ENSG00000244005:chr20:34280171:34280292
0.00679655641141822	ENSG00000198856:chr4:109584389:109584462
0.00699300699300699	ENSG00000120008:chr10:122615594:122615642
0.00700700700700701	ENSG00000100711:chr14:104196130:104196183
0.00705354280218019	ENSG00000167397:chr16:31104104:31104185
0.00720906282183316	ENSG00000105426:chr19:5229327:5229353
0.00742942050520059	ENSG00000144580:chr2:219452028:219452123
0.00747663551401869	ENSG00000128739:chr15:25212176:25212387
0.00749625187406297	ENSG00000047249:chr8:54719302:54719418
0.00766283524904215	ENSG00000134313:chr2:8889501:8889551
0.00768049155145929	ENSG00000136699:chr2:130917086:130917207
0.00772797527047913	ENSG00000101811:chrX:100085797:100085856
0.0078003120124805	ENSG00000110172:chr11:89949632:89949721
0.00783289817232376	ENSG00000138029:chr2:26483849:26483931
0.00785545954438335	ENSG00000120805:chr12:101796920:101797033
0.0078740157480315	ENSG00000139433:chr12:110295660:110295998
0.0078740157480315	ENSG00000165533:chr14:89312942:89313019
0.00792393026941363	ENSG00000001461:chr1:24759594:24759703
0.00795454545454545	ENSG00000244687:chr20:48713020:48713071
0.00805152979066022	ENSG00000113368:chr5:126150862:126150939
0.00813008130081301	ENSG00000101337:chr20:30724680:30724800
0.00821917808219178	ENSG00000144566:chr3:20012040:20012209
0.00822629528070429	ENSG00000156467:chr8:97243607:97243743
0.00823421774931381	ENSG00000175137:chr1:249108910:249109076
0.00824628916987356	ENSG00000010404:chrX:148580760:148580885
0.00833867864015394	ENSG00000170906:chr19:54608904:54609010
0.00851788756388416	ENSG00000187446:chr15:41556363:41556433
0.00852099817407182	ENSG00000221978:chr1:1324330:1324427
0.00861678004535147	ENSG00000100320:chr22:36146473:36146504
0.00862895493767977	ENSG00000134283:chr12:42768440:42768535
0.00866551126516464	ENSG00000093144:chr6:127637079:127637226
0.00869565217391304	ENSG00000137073:chr9:33928370:33928610
0.0088261253309797	ENSG00000120265:chr6:150093150:150093383
